ETLAuditLogID,ETLBatchID,ETLControlID,SourceSystem,PipelineName,PipelineTriggerType,LogType,Source,Sink,DeltaDetect,DeltaDetectType,ETLMinValue,ETLMaxValue,SourceQuery,MaxExpression,RowsInserted,RowsUpdated,RowsMarkedAsDeleted,ETLStartTime,ETLEndTime,RunTimeInSecond,FileSizeInBytes,ThroughputInKbps,ActivityID,ActivityName,TableType,LoadType,LoadStatus,ErrorMsg,IsLoadSuccess,IsStageLoaded
60,660,15,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Installn_Hist""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Installn_Hist\\2021\\10\\27\\"",""FileName"":""Installn_Hist_20211027_132637.parquet""}}]","[{""CurrentVersion"":""CHANGE_TRACKING_CURRENT_VERSION()""}]",ChangeTracking,0,17,"SELECT ct.[Installn_Hist_DW_ID], s.[Installn_DW_ID], s.[Installn_Hist_From_Dt], s.[Installn_Hist_Thru_Dt], s.[Installn_Src_ID], s.[Bill_Class_Type_Cd], s.[Rate_Cat_Cd], s.[Industry_Classfn_Type_Cd], s.[FFee_Muni_Cd], s.[Mtr_Rdng_Mthd_Type_Cd], s.[Mtr_Rdng_Cycle_Cd], s.[Mtr_Rdng_Route_Cd], s.[Load_Ts], s.[Ses_Load_ID], s.[Delta_Val] ,CASE WHEN ct.SYS_CHANGE_OPERATION = 'D' THEN CAST(1 AS BIT) ELSE CAST(0 AS BIT) END AS [IsDeleted] FROM CHANGETABLE(CHANGES [dbo].[Installn_Hist], 0) ct  LEFT JOIN [dbo].[Installn_Hist] s ON s.[Installn_Hist_DW_ID]=ct.[Installn_Hist_DW_ID] WHERE ct.SYS_CHANGE_VERSION <= 17",CHANGE_TRACKING_CURRENT_VERSION(),2,0,0,26:37.8,29:06.3,149,2737,0.03,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
61,660,13,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Party""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Party\\2021\\10\\27\\"",""FileName"":""Party_20211027_132637.parquet""}}]","[{""QueryPredicate"":""Load_Ts"",""QueryPredicateType"":""Date""}]",Predicate,1/1/1900 0:00,27:30.8,"SELECT [Party_DW_ID], [Party_Src_ID], [Party_Full_Name], [Party_Type_Cd], [Lang_Type_Cd], [Crspnd_Lang_Type_Cd], [Org_Type_Cd], [Prefix_Name], [First_Name], [Mid_Name], [Last_Name], [Suffix_Name], [Allow_Contact_Ind], [Party_Lgcy_ID], [Src_Del_Ind], [Load_Ts], [Ses_Load_ID], [Delta_Val], [Phone_Nbr], [Elct_Addr_Name] FROM dbo.Party  WHERE Load_Ts > '1900-01-01 00:00:00' AND Load_Ts <= '2021-10-27 13:27:30.773'",MAX(Load_Ts),1530235,0,0,26:37.8,29:07.6,150,135009760,5492.04,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
62,660,20,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Stock_Status""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Stock_Status\\2021\\10\\27\\"",""FileName"":""Stock_Status_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,27:30.8,"SELECT [Stock_Status_Cd], [Stock_Status_Desc], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.[Stock_Status] s",0,7,0,0,26:37.8,29:06.1,149,1367,0.06,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
63,660,175,TNS,pipe_src_adls_tns,PipelineActivity,ADF,"[{""SQLSource"":{""DatabaseName"":""AMI"",""SchemaName"":""DCSI"",""TableName"":""METER_VOLTAGE_READINGS""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\TNS"",""FilePath"":""METER_VOLTAGE_READINGS\\2021\\10\\27\\"",""FileName"":""METER_VOLTAGE_READINGS_20211027_132629.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,27:30.8,SELECT *  FROM DCSI.METER_VOLTAGE_READINGS,0,2069440,0,0,26:29.9,29:07.2,158,38970363,3031.41,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
64,660,17,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Region""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Region\\2021\\10\\27\\"",""FileName"":""Region_20211027_132637.parquet""}}]","[{""QueryPredicate"":""Load_Ts"",""QueryPredicateType"":""Date""}]",Predicate,1/1/1900 0:00,27:30.9,"SELECT [Region_Cd], [Region_Name], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.Region  WHERE Load_Ts > '1900-01-01 00:00:00' AND Load_Ts <= '2021-10-27 13:27:30.883'",MAX(Load_Ts),6,0,0,26:37.8,29:07.2,150,1251,0.02,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
65,660,33,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Trfmr_Size_Type""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Trfmr_Size_Type\\2021\\10\\27\\"",""FileName"":""Trfmr_Size_Type_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:19.4,"SELECT [Trfmr_Size_Type_Cd], [Trfmr_Size_Type_Desc], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.[Trfmr_Size_Type] s",0,73,0,0,26:37.8,29:45.4,188,4361,0.58,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
66,660,34,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Geo_Area""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Geo_Area\\2021\\10\\27\\"",""FileName"":""Geo_Area_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:19.5,"SELECT [Region_Cd], [Geo_Area_Cd], [Geo_Area_Name], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.[Geo_Area] s",0,24,0,0,26:37.8,29:47.6,190,2463,0.21,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
67,660,30,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Mtr_Type""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Mtr_Type\\2021\\10\\27\\"",""FileName"":""Mtr_Type_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:20.5,"SELECT [Mtr_Type_Cd], [Mtr_Type_Desc], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.[Mtr_Type] s",0,4,0,0,26:37.8,29:45.6,188,1181,0.04,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
68,660,26,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Equip_Cat""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Equip_Cat\\2021\\10\\27\\"",""FileName"":""Equip_Cat_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:20.6,"SELECT [Equip_Cat_Cd], [Equip_Cat_Desc], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.[Equip_Cat] s",0,10,0,0,26:37.8,29:45.6,188,1631,0.1,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
69,660,38,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Equipment""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Equipment\\2021\\10\\27\\"",""FileName"":""Equipment_20211027_132637.parquet""}}]","[{""QueryPredicate"":""Load_Ts"",""QueryPredicateType"":""Date""}]",Predicate,1/1/1900 0:00,29:20.7,"SELECT [Equip_DW_ID], [Equip_Src_ID], [Equip_Cat_Cd], [Device_Type_Cd], [Device_Cat_Cd], [Mfr_Cd], [Model_Type_Cd], [Mtr_Type_Cd], [Mtr_Class_Type_Cd], [Fcplt_Volt_Type_Cd], [Protocol_Type_Cd], [Modfn_1_Type_Cd], [Modfn_2_Type_Cd], [Equip_Status_Cd], [Stock_Status_Cd], [CT_Volt_Type_Cd], [Serial_Nbr], [Rcvd_Dt], [Mtr_Form_Nbr], [Stock_Nbr], [Trnspndr_Nbr], [Trnspndr_Type_Desc], [CT_Rtng_Factor_Qty], [Trfmr_Ratio_Val], [Equip_Lgcy_Id], [Equip_Lgcy_Cmnt], [Src_Del_Ind], [Load_Ts], [Ses_Load_ID], [Delta_Val], [Certfn_Status_Type_Cd], [Demand_Response_Grp_Type_Cd] FROM dbo.Equipment  WHERE Load_Ts > '1900-01-01 00:00:00' AND Load_Ts <= '2021-10-27 13:29:20.697'",MAX(Load_Ts),1380507,0,0,26:37.8,30:53.2,256,98082853,3984.3,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
70,660,23,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Dual_Net_Meters""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Dual_Net_Meters\\2021\\10\\27\\"",""FileName"":""Dual_Net_Meters_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:21.8,"SELECT [Rate_Cat_Cd], [Installn_Src_ID], [Installn_DW_ID], [Device_Loc_DW_ID], [Device_Loc_Src_ID], [Register_Grp_Type_Cd], [Equip_DW_ID], [Serial_Nbr], [Mtr_Dir_Type_Cd], [Mtr_Loc_Detail_Txt], [Device_Loc_2_DW_ID], [Device_Loc_2_Src_Id], [Register_Grp_2_Type_Cd], [Equip_2_DW_ID], [Serial_2_Nbr], [Mtr_Dir_2_Type_Cd], [Mtr_Loc_2_Detail_Txt] FROM dbo.[Dual_Net_Meters] s",0,242,0,0,26:37.8,29:45.7,188,18920,4.21,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
71,660,22,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""CT_Volt_Type""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""CT_Volt_Type\\2021\\10\\27\\"",""FileName"":""CT_Volt_Type_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:21.9,"SELECT [CT_Volt_Type_Cd], [CT_Volt_Type_Desc], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.[CT_Volt_Type] s",0,34,0,0,26:37.8,29:53.1,196,2579,0.19,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
72,660,39,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Discon_Type""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Discon_Type\\2021\\10\\27\\"",""FileName"":""Discon_Type_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:21.9,"SELECT [Discon_Type_Cd], [Discon_Type_Desc], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.[Discon_Type] s",0,16,0,0,26:37.8,29:49.4,192,1922,0.14,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
73,660,27,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Role_Type""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Role_Type\\2021\\10\\27\\"",""FileName"":""Role_Type_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:21.9,"SELECT [Role_Type_Cd], [Role_Type_Desc], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.[Role_Type] s",0,118,0,0,26:37.8,29:58.2,201,7237,0.64,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
74,660,24,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Installation""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Installation\\2021\\10\\27\\"",""FileName"":""Installation_20211027_132637.parquet""}}]","[{""CurrentVersion"":""CHANGE_TRACKING_CURRENT_VERSION()""}]",ChangeTracking,0,17,"SELECT ct.[Installn_DW_ID], s.[Installn_Src_ID], s.[Premise_DW_ID], s.[Installn_Type_Cd], s.[Mtr_Rdng_Mthd_Type_Cd], s.[Mtr_Rdng_Cycle_Cd], s.[Mtr_Rdng_Route_Cd], s.[FFee_Muni_Cd], s.[Installn_Dt], s.[Installn_Lgcy_ID], s.[Src_Del_Ind], s.[Load_Ts], s.[Ses_Load_ID], s.[Delta_Val], s.[Industry_Classfn_Type_Cd], s.[Bill_Class_Type_Cd], s.[Rate_Cat_Cd] ,CASE WHEN ct.SYS_CHANGE_OPERATION = 'D' THEN CAST(1 AS BIT) ELSE CAST(0 AS BIT) END AS [IsDeleted] FROM CHANGETABLE(CHANGES [dbo].[Installation], 0) ct  LEFT JOIN [dbo].[Installation] s ON s.[Installn_DW_ID]=ct.[Installn_DW_ID] WHERE ct.SYS_CHANGE_VERSION <= 17",CHANGE_TRACKING_CURRENT_VERSION(),1,0,0,26:37.8,29:47.7,190,2845,0.02,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
75,660,29,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Premise_Party_Role""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Premise_Party_Role\\2021\\10\\27\\"",""FileName"":""Premise_Party_Role_20211027_132637.parquet""}}]","[{""QueryPredicate"":""Load_Ts"",""QueryPredicateType"":""Date""}]",Predicate,1/1/1900 0:00,29:22.8,"SELECT [Premise_DW_ID], [Party_DW_ID], [Premise_Party_Role_Type_Cd], [Premise_Party_Role_From_Dt], [Premise_Party_Role_Thru_Dt], [Premise_Party_Role_Note_Txt], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.Premise_Party_Role  WHERE Load_Ts > '1900-01-01 00:00:00' AND Load_Ts <= '2021-10-27 13:29:22.787'",MAX(Load_Ts),196184,0,0,26:37.8,29:57.0,200,4968985,1131.27,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
76,660,58,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Cust_Master""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Cust_Master\\2021\\10\\27\\"",""FileName"":""Cust_Master_20211027_132637.parquet""}}]","[{""CurrentVersion"":""CHANGE_TRACKING_CURRENT_VERSION()""}]",ChangeTracking,0,17,"SELECT ct.[Cust_Master_DW_ID], s.[Party_DW_ID], s.[Cust_Acct_DW_ID], s.[Cust_Agmt_DW_ID], s.[Installn_DW_ID], s.[Premise_DW_ID], s.[Addr_DW_ID], s.[Device_Loc_DW_ID], s.[Equip_DW_ID], s.[Party_Type_Cd], s.[Bill_Class_Type_Cd], s.[Rate_Cat_Cd], s.[Region_Cd], s.[Geo_Area_Cd], s.[Juris_Type_Cd], s.[Acct_Area_Cd], s.[Cntry_Cd], s.[State_or_Province_Cd], s.[City_ID], s.[Cnty_Cd], s.[Party_Src_ID], s.[Cust_Acct_Src_ID], s.[Cust_Agmt_Src_ID], s.[Installn_Src_ID], s.[Premise_Src_ID], s.[Device_Loc_Src_ID], s.[Party_Full_Name], s.[Party_1_Full_Name], s.[Party_2_Full_Name], s.[Party_3_Full_Name], s.[Party_4_Full_Name], s.[Party_5_Full_Name], s.[Party_6_Full_Name], s.[Party_7_Full_Name], s.[Party_8_Full_Name], s.[Prim_Phone_Nbr], s.[Cust_Agmt_From_Dt], s.[Cust_Agmt_Thru_Dt], s.[Cust_Agmt_Lgcy_From_Dt], s.[Industry_Classfn_Type_Cd], s.[Final_Invoice_Ind], s.[Serial_Nbr], s.[St_Nbr], s.[St_Addr], s.[Bldg_Name], s.[Postal_Cd_5_Nbr], s.[Postal_Cd_Plus4_Nbr], s.[Premise_Full_Address], s.[Conn_Obj_ID], s.[Party_Lgcy_ID], s.[Cust_Acct_Lgcy_ID], s.[Cust_Agmt_Lgcy_ID], s.[Premise_Lgcy_ID], s.[Lgcy_Instructn_Detail_Txt], s.[Load_Ts], s.[Ses_Load_ID], s.[Delta_Val], s.[Acct_Detrmn_Type_Cd] ,CASE WHEN ct.SYS_CHANGE_OPERATION = 'D' THEN CAST(1 AS BIT) ELSE CAST(0 AS BIT) END AS [IsDeleted] FROM CHANGETABLE(CHANGES [dbo].[Cust_Master], 0) ct  LEFT JOIN [dbo].[Cust_Master] s ON s.[Cust_Master_DW_ID]=ct.[Cust_Master_DW_ID] WHERE ct.SYS_CHANGE_VERSION <= 17",CHANGE_TRACKING_CURRENT_VERSION(),24655,0,0,26:37.8,30:01.8,204,4019599,523.99,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
77,660,35,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Volt_Type""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Volt_Type\\2021\\10\\27\\"",""FileName"":""Volt_Type_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:23.1,"SELECT [Volt_Type_Cd], [Volt_Type_Desc], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.[Volt_Type] s",0,8,0,0,26:37.8,29:52.4,195,1386,0.05,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
78,660,32,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Price_Comp""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Price_Comp\\2021\\10\\27\\"",""FileName"":""Price_Comp_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:24.3,"SELECT [Price_Comp_DW_ID], [Price_Comp_Type_Cd], [Price_Cat_Type_Cd], [UOM_Cd], [Season_Type_Cd], [Price_Comp_From_Dt], [Price_Comp_Thru_Dt], [Price_Comp_From_Block_Lmt], [Price_Comp_Thru_Block_Lmt], [Price_Comp_Qty], [Price_Comp_Prc], [Price_Comp_Lgcy_Rate_Cat_Cd], [Price_Comp_Lgcy_Seq], [Load_Ts], [Ses_Load_ID], [Delta_Val], [Price_Block_Nbr] FROM dbo.[Price_Comp] s",0,15766,0,0,26:37.8,29:48.7,191,591790,350.94,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
79,660,37,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""City""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""City\\2021\\10\\27\\"",""FileName"":""City_20211027_132637.parquet""}}]","[{""QueryPredicate"":""Load_Ts"",""QueryPredicateType"":""Date""}]",Predicate,1/1/1900 0:00,29:24.4,"SELECT [Cntry_Cd], [State_or_Province_Cd], [City_ID], [City_Name], [Tm_Zone_Cd], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.City  WHERE Load_Ts > '1900-01-01 00:00:00' AND Load_Ts <= '2021-10-27 13:29:24.420'",MAX(Load_Ts),18382,0,0,26:37.8,29:49.8,192,947134,157.31,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
80,660,28,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Premise_Type""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Premise_Type\\2021\\10\\27\\"",""FileName"":""Premise_Type_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:25.2,"SELECT [Premise_Type_Cd], [Premise_Type_Desc], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.[Premise_Type] s",0,10,0,0,26:37.8,29:52.5,195,1581,0.08,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
81,660,25,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Rate_Cat""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Rate_Cat\\2021\\10\\27\\"",""FileName"":""Rate_Cat_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:25.2,"SELECT [Bill_Class_Type_Cd], [Rate_Cat_Cd], [Rate_Cat_Desc], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.[Rate_Cat] s",0,140,0,0,26:37.8,29:56.0,198,7821,2.37,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
82,660,19,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Model_Type""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Model_Type\\2021\\10\\27\\"",""FileName"":""Model_Type_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:25.5,"SELECT [Mfr_Cd], [Model_Type_Cd], [Model_Type_Desc], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.[Model_Type] s",0,581,0,0,26:37.8,30:04.4,207,29498,5.86,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
83,660,31,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""County""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""County\\2021\\10\\27\\"",""FileName"":""County_20211027_132637.parquet""}}]","[{""QueryPredicate"":""Load_Ts"",""QueryPredicateType"":""Date""}]",Predicate,1/1/1900 0:00,29:26.9,"SELECT [Cntry_Cd], [State_or_Province_Cd], [Cnty_Cd], [Cnty_Name], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.County  WHERE Load_Ts > '1900-01-01 00:00:00' AND Load_Ts <= '2021-10-27 13:29:26.943'",MAX(Load_Ts),39,0,0,26:37.8,29:57.1,200,3216,0.35,2,Audit Log - Completed,Source,Incremental,Completed,NULL,1,1
84,660,40,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Mtr_Rdng_Mthd_Type""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Mtr_Rdng_Mthd_Type\\2021\\10\\27\\"",""FileName"":""Mtr_Rdng_Mthd_Type_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,29:29.2,"SELECT [Mtr_Rdng_Mthd_Type_Cd], [Mtr_Rdng_Mthd_Type_Desc], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.[Mtr_Rdng_Mthd_Type] s",0,6,0,0,26:37.8,29:57.2,200,1383,0.04,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
85,660,41,EDWFoundation,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Foundation"",""SchemaName"":""dbo"",""TableName"":""Mtr_Rdng_Route""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWFoundation"",""FilePath"":""Mtr_Rdng_Route\\2021\\10\\27\\"",""FileName"":""Mtr_Rdng_Route_20211027_132637.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,30:32.5,"SELECT [Mtr_Rdng_Cycle_Cd], [Mtr_Rdng_Route_Cd], [Mtr_Rdng_Route_Desc], [Load_Ts], [Ses_Load_ID], [Delta_Val] FROM dbo.[Mtr_Rdng_Route] s",0,2175,0,0,26:37.8,30:59.5,262,39145,16.67,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
86,660,43,EDWStaging,pipe_src_adls_sql,PipelineActivity,ADF,"[{""SQLSource"":{""ServerName"":""EDWTest"",""DatabaseName"":""Staging"",""SchemaName"":""dbo"",""TableName"":""\/BIC\/OHZDM_D24""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\EDWStaging"",""FilePath"":""BIC_OHZDM_D24\\2021\\10\\27\\"",""FileName"":""BIC_OHZDM_D24_20211027_133119.parquet""}}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,31:45.8,"SELECT [OHREQUID], [DATAPAKID], [RECORD], [UC_DEVLOC], [DATETO], [UCBILLFACT], [DATEFROM], [LOAD_DATE], [Load_Ts], [Ses_Load_Id] FROM dbo.[/BIC/OHZDM_D24] s",0,24070,0,0,31:20.0,32:13.9,54,489394,194.83,2,Audit Log - Completed,Source,Full,Completed,NULL,1,1
