ETLControlID,SourceSystem,Source,Sink,ColumnMetadata,DeltaDetect,DeltaDetectType,MinExpression,MaxExpression,SinkLoadProcedureName,SinkPreLoadScript,SinkWriteBatchSize,DIU,TriggerType,SourceQuery,LoadType,TableType,SourceTypeID,IsActive,Note,UpdatedDate,IsDeletionRequired,SourceTableCompositeKey,SheetNames,ETLSourceTableID,ETLRunGroup
10986,VMSuite,"[{""SQLSource"":{""ServerName"":""AKITADEV"",""DatabaseName"":""SpectraSuite"",""SchemaName"":""dbo"",""TableName"":""TimeEntryInProduction""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\VMSuite"",""FilePath"":""TimeEntryInProduction\\YYYY\\MM\\DD\\"",""FileName"":""TimeEntryInProduction_*.parquet""}}]","[{""ColumnName"":""TimeEntryID"",""DataType"":""uniqueidentifier"",""Nullability"":""not null"",""IsPrimaryKey"":""No""},{""ColumnName"":""ProductionWorkID"",""DataType"":""uniqueidentifier"",""Nullability"":""not null"",""IsPrimaryKey"":""No""},{""ColumnName"":""CreatedDate"",""DataType"":""datetime"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""LastModifiedDate"",""DataType"":""datetime"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""LastModifiedUserID"",""DataType"":""int"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""Active"",""DataType"":""bit"",""Nullability"":""not null"",""IsPrimaryKey"":""No""},{""ColumnName"":""IsModified"",""DataType"":""bit"",""Nullability"":""null"",""IsPrimaryKey"":""No""}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,NULL,NULL,NULL,2,Daily,NULL,Full,Source,1,1,Loading data from source to azure data lake storage,56:33.1,NULL,NULL,NULL,NULL,NULL
10987,VMSuite,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\VMSuite"",""FilePath"":""TimeEntryInProduction\\YYYY\\MM\\DD\\"",""FileName"":""TimeEntryInProduction_*.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""VMSuite"",""SinkTable"":""TimeEntryInProduction""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,VMSuite.usp_Load_TimeEntryInProduction,NULL,20000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,29:18.1,NULL,NULL,NULL,10986,NULL
11009,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""FPI_PREDICTORS\\FPI_PREDICTORS"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""FPI_PREDICTORS""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,23:52.7,NULL,NULL,NULL,10160,NULL
11025,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""WORKORDER_STATUS\\WORKORDER_STATUS"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""WORKORDER_STATUS""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:21.2,NULL,NULL,NULL,10181,NULL
11027,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""CONDUCTORINFO\\CONDUCTORINFO"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""CONDUCTORINFO""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:21.2,NULL,NULL,NULL,10188,NULL
11028,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""PSPS_OBSERVATION_POINTS\\PSPS_OBSERVATION_POINTS"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""PSPS_OBSERVATION_POINTS""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:21.8,NULL,NULL,NULL,10186,NULL
11030,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""T_COMPONENTS\\T_COMPONENTS"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""T_COMPONENTS""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:21.8,NULL,NULL,NULL,10192,NULL
10988,OMSCGI,"[{""SQLSource"":{""DatabaseName"":""OG12DEVLK"",""SchemaName"":""NMS"",""TableName"":""T075_USER"",""Host"":""plzx1-scan1.idacorp.local"",""ServiceName"":""OG12DEVLK""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\OMSCGI"",""FilePath"":""T075_USER\\YYYY\\MM\\DD\\"",""FileName"":""T075_USER_*.parquet""}}]","[{""ColumnName"":""C075_USER_ID"", ""DataType"":""NUMERIC (10,0)"", ""Nullability"":""not null"", ""IsPrimaryKey"":""Yes""},{""ColumnName"":""C075_USER_LOG_NAME"", ""DataType"":""varchar(64)"", ""Nullability"":""not null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""C075_FULL_NAME"", ""DataType"":""varchar(64)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""C075_PHONE_NUMBER"", ""DataType"":""varchar(20)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""C075_PHONE_NUMBER_EXT"", ""DataType"":""varchar(4)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""C075_FAX_NUMBER"", ""DataType"":""varchar(20)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""EMP_ID"", ""DataType"":""NUMERIC (10,0)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""ACTIVE_FLG"", ""DataType"":""varchar(1)"", ""Nullability"":""not null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""TAG_NUMBER"", ""DataType"":""NUMERIC (10,0)"", ""Nullability"":""not null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""PERSONNEL_ID"", ""DataType"":""NUMERIC (10,0)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""APPL_PASSWORD"", ""DataType"":""varchar(64)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,NULL,NULL,NULL,2,Daily,NULL,Full,Source,5,1,Loading data from source to azure data lake storage,49:00.5,NULL,,NULL,NULL,NULL
10989,OMSCGI,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\OMSCGI"",""FilePath"":""T075_USER\\YYYY\\MM\\DD\\"",""FileName"":""T075_USER_*.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""OMSCGI"",""SinkTable"":""T075_USER""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,OMSCGI.usp_Load_T075_USER,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,35:53.6,NULL,NULL,NULL,10988,NULL
10991,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""T_CONDUCTORINFO\\T_CONDUCTORINFO"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""sql-ipcdev-dataservices-dev.database.windows.net"",""DatabaseName"":""sqldbdataservicesgis"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""T_CONDUCTORINFO""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,stagingARCFM.usp_Load_T_CONDUCTORINFO,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,36:01.8,NULL,NULL,NULL,10990,NULL
10992,ARCFM,"[{""SQLSource"":{""ServerName"":""sql-ipcdev-dataservices-dev.database.windows.net"",""DatabaseName"":""sqldbdataservicesgis"",""SchemaName"":""ARCFM"",""TableName"":""T_STRUCTURE_MASHUP""}}]","[{""SQLSink"":{""ServerName"":""sql-ipcdev-dataservices-dev.database.windows.net"",""DatabaseName"":""sqldbdataservicesgis"",""SinkSchema"":""ARCFM"",""SinkTable"":""T_STRUCTURE_MASHUP""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,ARCFM.usp_Load_T_STRUCTURE_MASHUP,NULL,20000,2,Daily,NULL,Full,Stage2,1,1,NULL,28:13.6,NULL,NULL,NULL,NULL,NULL
11145,Esri Api,"[{""SQLSource"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SchemaName"":""GISEsriApi"",""TableName"":""ELECTRICEDGEOBJECT""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""GISEsriApi"",""SinkTable"":""ELECTRICEDGEOBJECT""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,GISEsriApi.usp_Load_ELECTRICEDGEOBJECT,NULL,20000,2,Daily,NULL,Full,Stage2,1,1,NULL,29:34.9,NULL,NULL,NULL,NULL,NULL
10996,Excel,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\Excel"",""FilePath"":""VegetationManagement-MaintenanceSchedule\\YYYY\\MM\\DD\\"",""FileName"":""VegetationManagement-MaintenanceSchedule_*VegetationManagementMaintSched.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""Excel"",""SinkTable"":""VegetationManagementMaintSched""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,Excel.usp_Load_VegetationManagementMaintSched,NULL,20000,2,Adhoc,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,50:15.5,NULL,NULL,NULL,10995,NULL
10990,ARCFM,"[{""SQLSource"":{""DatabaseName"":""ARCFM"",""SchemaName"":""ACE"",""TableName"":""T_CONDUCTORINFO"",""Host"":""bcwx1-scan1"",""ServiceName"":""arcfm""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""T_CONDUCTORINFO\\YYYY\\MM\\DD\\"",""FileName"":""T_CONDUCTORINFO_*.parquet""}}]","[{""ColumnName"":""OBJECTID"", ""DataType"":""NUMERIC(38,0)"", ""Nullability"":""not null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""GISONUMBER"", ""DataType"":""NUMERIC (10,0)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""SUBTYPECD"", ""DataType"":""NUMERIC (10,0)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""WMSID"", ""DataType"":""varchar(50)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""WORKORDERID"", ""DataType"":""varchar(20)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""INSTALLATIONDATE"", ""DataType"":""[datetime2](3)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""COMPATIBLEUNITID"", ""DataType"":""varchar(50)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""DESIGNID"", ""DataType"":""varchar(20)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""WORKREQUESTID"", ""DataType"":""varchar(20)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""WORKLOCATIONID"", ""DataType"":""varchar(20)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""WORKFLOWSTATUS"", ""DataType"":""NUMERIC (10,0)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""WORKFUNCTION"", ""DataType"":""NUMERIC (10,0)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""PHASEDESIGNATION"", ""DataType"":""NUMERIC (10,0)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""PHASECONFIGURATION"", ""DataType"":""varchar(20)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""CONDUCTORCONFIGURATION"", ""DataType"":""varchar(20)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""ENERGIZEDSHIELDWIRE"", ""DataType"":""varchar(50)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""MANUFACTURER"", ""DataType"":""varchar(5)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""REELNUMBER"", ""DataType"":""varchar(20)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""FIELDVERIFY"", ""DataType"":""varchar(5)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""COMMENTS"", ""DataType"":""varchar(100)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""CREATIONUSER"", ""DataType"":""varchar(20)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""DATECREATED"", ""DataType"":""[datetime2](3)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""LASTUSER"", ""DataType"":""varchar(20)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""DATEMODIFIED"", ""DataType"":""[datetime2](3)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""NUMBERCONDUCTORSPERPHASE"", ""DataType"":""NUMERIC (5,0)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""DATEFIELDED"", ""DataType"":""[datetime2](3)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""FACILITYLOCATIONCODE"", ""DataType"":""NUMERIC(38,0)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""PROPERTYUNITNUMBER"", ""DataType"":""NUMERIC(38,0)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""FCFACILITYCOMMENT"", ""DataType"":""varchar(50)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""FCMAPPINGCOMMENT"", ""DataType"":""varchar(50)"", ""Nullability"":""null"", ""IsPrimaryKey"":""No""},{""ColumnName"":""GLOBALID"", ""DataType"":""CHAR(38)"", ""Nullability"":""not null"", ""IsPrimaryKey"":""No""}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,NULL,NULL,NULL,2,Daily,NULL,Full,Source,5,1,Loading data from source to azure data lake storage,59:53.6,NULL,,NULL,NULL,NULL
11002,WFIGS,"[{""APISource"":{""HostName"":""https:\/\/services3.arcgis.com\/"",""ServiceName"":""T4QMspbfLg3qTGWY\/ArcGIS\/rest\/services\/WFIGS_Interagency_Perimeters_Certified\/FeatureServer/0/query"",""SourceFileName"":""Interagency_Perimeters_Certified""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\WFIGS"",""FilePath"":""Interagency_Perimeters_Certified\\YYYY\\MM\\DD\\"",""FileName"":""Interagency_Perimeters_Certified_*.parquet""}}]",NULL,"[{""QueryPredicate"":""LAST_EDITED_DATE"",""QueryPredicateType"":""Timestamp""}]",Predicate,NULL,MAX(LAST_EDITED_DATE),NULL,NULL,20001,2,Daily,NULL,Incremental,Source,6,1,Loading data from source to azure data lake storage,24:10.8,NULL,NULL,NULL,NULL,NULL
10995,Excel,"[{""FileSource"":{""FileServerHostName"":""\\\\fresno\\Line_Clearing_Financial\\BI-Support-Synapse"",""FileName"":""VegetationManagement-MaintenanceSchedule.xlsx"",""FileDelimiter"":"","",""FileQuoteCharacter"":""\""""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\Excel"",""FilePath"":""VegetationManagement-MaintenanceSchedule\\YYYY\\MM\\DD\\"",""FileName"":""VegetationManagement-MaintenanceSchedule_*VegetationManagementMaintSched.parquet""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,00:00.0,0,NULL,NULL,20000,2,Adhoc,NULL,Full,Source,3,1,Loading data from source to azure data lake storage,49:25.4,NULL,NULL,VegetationManagementMaintSched,NULL,NULL
11003,WFIGS,"[{""APISource"":{""HostName"":""https:\/\/services3.arcgis.com\/"",""ServiceName"":""T4QMspbfLg3qTGWY\/ArcGIS\/rest\/services\/WFIGS_Incident_Locations\/FeatureServer/0/query"",""SourceFileName"":""Incident_Locations""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\WFIGS"",""FilePath"":""Incident_Locations\\YYYY\\MM\\DD\\"",""FileName"":""Incident_Locations_*.parquet""}}]",NULL,"[{""QueryPredicate"":""LAST_EDITED_DATE"",""QueryPredicateType"":""Timestamp""}]",Predicate,NULL,MAX(LAST_EDITED_DATE),NULL,NULL,20002,2,Daily,NULL,Incremental,Source,6,1,Loading data from source to azure data lake storage,24:11.4,NULL,NULL,NULL,NULL,NULL
11008,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""QC_RESULTS\\QC_RESULTS"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""QC_RESULTS""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,23:52.7,NULL,NULL,NULL,10164,NULL
11012,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""T_COMPONENT_CONDITIONS\\T_COMPONENT_CONDITIONS"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""T_COMPONENT_CONDITIONS""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,23:52.8,NULL,NULL,NULL,10166,NULL
11031,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""CUSTOMER_INFO\\CUSTOMER_INFO"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""CUSTOMER_INFO""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:22.5,NULL,NULL,NULL,10189,NULL
11032,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""FEEDER_BOUNDARY\\FEEDER_BOUNDARY"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""FEEDER_BOUNDARY""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:24.0,NULL,NULL,NULL,10194,NULL
11034,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""T_SUPPORTSTRUCTURE\\T_SUPPORTSTRUCTURE"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""T_SUPPORTSTRUCTURE""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:24.3,NULL,NULL,NULL,10193,NULL
11159,Multi,"[{""SQLSource"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SchemaName"":""Stage"",""TableName"":""Stage.vwSrcDimVegetationActivityType""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""EDW"",""SinkTable"":""DimVegetationActivityType""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,EDW.usp_load_DimVMSuiteActivityType,NULL,20000,2,Daily,NULL,Full,Dimension,1,1,Transformaing and Loading data from staging tables to Dimesnion tables,37:35.0,NULL,NULL,NULL,NULL,NULL
11163,Multi,"[{""SQLSource"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SchemaName"":""Stage"",""TableName"":""Stage.vwSrcFactVegetationTimesheet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""EDW"",""SinkTable"":""FactVegetationTimesheet""}}]",NULL,"[{""QueryPredicate"":""ETLModifiedDate"",""QueryPredicateType"":""Date""}]",Predicate,NULL,MAX(ETLModifiedDate),EDW.usp_load_FactVegetationTimesheet,NULL,20000,2,Daily,NULL,Incremental,Fact,1,1,Transforming and Loading data from staging to fact tables,37:35.3,NULL,NULL,NULL,NULL,NULL
11166,Multi,"[{""SQLSource"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SchemaName"":""Stage"",""TableName"":""Stage.vwSrcDimVegetationCrew""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""EDW"",""SinkTable"":""DimVegetationCrew""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,EDW.usp_load_DimVMSuiteCrew,NULL,20000,2,Daily,NULL,Full,Dimension,1,1,Transformaing and Loading data from staging tables to Dimesnion tables,37:35.6,NULL,NULL,NULL,NULL,NULL
11171,Multi,"[{""SQLSource"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SchemaName"":""Stage"",""TableName"":""Stage.vwSrcDimVegetationRegion""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""EDW"",""SinkTable"":""DimVegetationRegion""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,EDW.usp_load_DimVegetationRegion,NULL,20000,2,Daily,NULL,Full,Dimension,1,1,Transformaing and Loading data from staging tables to Dimesnion tables,37:35.9,NULL,NULL,NULL,NULL,NULL
11172,Multi,"[{""SQLSource"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SchemaName"":""Stage"",""TableName"":""Stage.vwSrcFactVegetationTimesheet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""EDW"",""SinkTable"":""FactVegetationTimesheet""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,EDW.usp_load_FactVMSuiteTimesheet,NULL,20000,2,Daily,NULL,Full,Fact,1,1,Transforming and Loading data from staging to fact tables,37:36.1,NULL,NULL,NULL,NULL,NULL
11181,SODA,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\SODA"",""FilePath"":""USERSTATUS\\YYYY\\MM\\DD\\"",""FileName"":""USERSTATUS_*.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""SODA"",""SinkTable"":""USERSTATUS""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,SODA.usp_Load_USERSTATUS,NULL,20000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,29:18.1,NULL,NULL,NULL,11119,NULL
11189,ZODIAC,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ZODIAC"",""FilePath"":""IPCOROW\\YYYY\\MM\\DD\\"",""FileName"":""IPCOROW_*.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""ZODIAC"",""SinkTable"":""IPCOROW""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,ZODIAC.usp_Load_IPCOROW,NULL,20000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,29:18.3,NULL,NULL,NULL,9985,NULL
11190,SODA,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\SODA"",""FilePath"":""USER\\YYYY\\MM\\DD\\"",""FileName"":""USER_*.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""SODA"",""SinkTable"":""USER""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,SODA.usp_Load_USER,NULL,20000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,29:18.3,NULL,NULL,NULL,11125,NULL
