ETLControlID,SourceSystem,Source,Sink,ColumnMetadata,DeltaDetect,DeltaDetectType,MinExpression,MaxExpression,SinkLoadProcedureName,SinkPreLoadScript,SinkWriteBatchSize,DIU,TriggerType,SourceQuery,LoadType,TableType,SourceTypeID,IsActive,Note,UpdatedDate,IsDeletionRequired,SourceTableCompositeKey,SheetNames,ETLSourceTableID,ETLRunGroup
11165,Multi,"[{""SQLSource"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SchemaName"":""Stage"",""TableName"":""Stage.vwSrcDimVegetationRegion""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""EDW"",""SinkTable"":""DimVegetationRegion""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,EDW.usp_load_DimVMSuiteRegion,NULL,20000,2,Daily,NULL,Full,Dimension,1,1,Transformaing and Loading data from staging tables to Dimesnion tables,37:35.5,NULL,NULL,NULL,NULL,NULL
11168,Multi,"[{""SQLSource"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SchemaName"":""Stage"",""TableName"":""Stage.vwSrcDimVegetationVendor""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""EDW"",""SinkTable"":""DimVegetationVendor""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,EDW.usp_load_DimVegetationVendor,NULL,20000,2,Daily,NULL,Full,Dimension,1,1,Transformaing and Loading data from staging tables to Dimesnion tables,37:35.7,NULL,NULL,NULL,NULL,NULL
11173,Multi,"[{""SQLSource"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SchemaName"":""Stage"",""TableName"":""Stage.vwSrcFactVegetationWork""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""EDW"",""SinkTable"":""FactVegetationWork""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,EDW.usp_load_FactVMSuiteWork,NULL,20000,2,Daily,NULL,Full,Fact2,1,1,NULL,37:36.1,NULL,NULL,NULL,NULL,NULL
11175,Multi,"[{""SQLSource"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SchemaName"":""Stage"",""TableName"":""Stage.vwSrcDimVegetationVendor""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""EDW"",""SinkTable"":""DimVegetationVendor""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,EDW.usp_load_DimVMSuiteVendor,NULL,20000,2,Daily,NULL,Full,Dimension,1,1,Transformaing and Loading data from staging tables to Dimesnion tables,37:36.6,NULL,NULL,NULL,NULL,NULL
11176,Multi,"[{""SQLSource"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SchemaName"":""Stage"",""TableName"":""Stage.vwSrcDimVegetationLocation""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""EDW"",""SinkTable"":""DimVegetationLocation""}}]",NULL,"[{""QueryPredicate"":""ETLModifiedDate"",""QueryPredicateType"":""Date""}]",Predicate,NULL,MAX(ETLModifiedDate),EDW.usp_load_DimVegetationLocation,NULL,20000,2,Daily,NULL,Incremental,Dimension,1,1,Transformaing and Loading data from staging tables to Dimesnion tables,37:36.9,NULL,NULL,NULL,NULL,NULL
11177,Multi,"[{""SQLSource"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SchemaName"":""Stage"",""TableName"":""Stage.vwSrcFactVegetationMaintenancePlan""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""EDW"",""SinkTable"":""FactVegetationMaintenancePlan""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,EDW.usp_load_FactVegetationMaintenancePlan,NULL,20000,2,Daily,NULL,Full,Fact,1,1,Transforming and Loading data from staging to fact tables,37:43.7,NULL,NULL,NULL,NULL,NULL
11191,ZODIAC,"[{""SQLSource"":{""ServerName"":""SPLENDORA"",""DatabaseName"":""ZODIAC"",""SchemaName"":""GIS"",""TableName"":""COUNTY""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\ZODIAC"",""FilePath"":""COUNTY\\YYYY\\MM\\DD\\"",""FileName"":""COUNTY_*.parquet""}}]","[{""ColumnName"":""OBJECTID"",""DataType"":""int"",""Nullability"":""not null"",""IsPrimaryKey"":""Yes""},{""ColumnName"":""PROJECTNAME"",""DataType"":""nvarchar(25)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""CREATEUSER"",""DataType"":""nvarchar(40)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""CREATEDATE"",""DataType"":""datetime2(7)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""MODIFYUSER"",""DataType"":""nvarchar(40)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""MODIFYDATE"",""DataType"":""datetime2(7)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""COUNTYNAME"",""DataType"":""nvarchar(15)"",""Nullability"":""not null"",""IsPrimaryKey"":""No""},{""ColumnName"":""STATE"",""DataType"":""nvarchar(20)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""GlobalID"",""DataType"":""uniqueidentifier"",""Nullability"":""not null"",""IsPrimaryKey"":""No""},{""ColumnName"":""SHAPE"",""DataType"":""geometry"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""GDB_GEOMATTR_DATA"",""DataType"":""varbinary(MAX)"",""Nullability"":""null"",""IsPrimaryKey"":""No""}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,NULL,NULL,NULL,2,Daily,NULL,Full,Source,1,1,Loading data from source to azure data lake storage,13:07.7,NULL,NULL,NULL,NULL,NULL
11178,ZODIAC,"[{""SQLSource"":{""ServerName"":""SPLENDORA"",""DatabaseName"":""ZODIAC"",""SchemaName"":""GIS"",""TableName"":""REGIONS""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\ZODIAC"",""FilePath"":""REGIONS\\YYYY\\MM\\DD\\"",""FileName"":""REGIONS_*.parquet""}}]","[{""ColumnName"":""OBJECTID"",""DataType"":""int"",""Nullability"":""not null"",""IsPrimaryKey"":""Yes""},{""ColumnName"":""PROJECTNAME"",""DataType"":""nvarchar(25)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""CREATEUSER"",""DataType"":""nvarchar(40)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""CREATEDATE"",""DataType"":""datetime2(7)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""MODIFYUSER"",""DataType"":""nvarchar(40)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""MODIFYDATE"",""DataType"":""datetime2(7)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""REGIONNAME"",""DataType"":""nvarchar(25)"",""Nullability"":""not null"",""IsPrimaryKey"":""No""},{""ColumnName"":""Source"",""DataType"":""nvarchar(25)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""RevisionDate"",""DataType"":""nvarchar(15)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""GlobalID"",""DataType"":""uniqueidentifier"",""Nullability"":""not null"",""IsPrimaryKey"":""No""},{""ColumnName"":""SHAPE"",""DataType"":""geometry"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""GDB_GEOMATTR_DATA"",""DataType"":""varbinary(MAX)"",""Nullability"":""null"",""IsPrimaryKey"":""No""}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,NULL,NULL,NULL,2,Daily,NULL,Full,Source,1,1,Loading data from source to azure data lake storage,13:08.7,NULL,NULL,NULL,NULL,NULL
11186,ZODIAC,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ZODIAC"",""FilePath"":""IPCOLEASES\\YYYY\\MM\\DD\\"",""FileName"":""IPCOLEASES_*.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""ZODIAC"",""SinkTable"":""IPCOLEASES""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,ZODIAC.usp_Load_IPCOLEASES,NULL,20000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,29:18.1,NULL,NULL,NULL,9986,NULL
11185,SODA,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\SODA"",""FilePath"":""USERHISTORY\\YYYY\\MM\\DD\\"",""FileName"":""USERHISTORY_*.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""SODA"",""SinkTable"":""USERHISTORY""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,SODA.usp_Load_USERHISTORY,NULL,20000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,29:18.1,NULL,NULL,NULL,11121,NULL
11188,SODA,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\SODA"",""FilePath"":""JOBS\\YYYY\\MM\\DD\\"",""FileName"":""JOBS_*.parquet""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""SODA"",""SinkTable"":""JOBS""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,SODA.usp_Load_JOBS,NULL,20000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,29:18.3,NULL,NULL,NULL,11123,NULL
11192,ZODIAC,"[{""SQLSource"":{""ServerName"":""SPLENDORA"",""DatabaseName"":""ZODIAC"",""SchemaName"":""GIS"",""TableName"":""SUBSTATIONREGIONS""}}]","[{""FileSink"":{""FileRoot"":""dls\\Raw\\ZODIAC"",""FilePath"":""SUBSTATIONREGIONS\\YYYY\\MM\\DD\\"",""FileName"":""SUBSTATIONREGIONS_*.parquet""}}]","[{""ColumnName"":""OBJECTID"",""DataType"":""int"",""Nullability"":""not null"",""IsPrimaryKey"":""Yes""},{""ColumnName"":""PROJECTNAME"",""DataType"":""nvarchar(25)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""CREATEUSER"",""DataType"":""nvarchar(40)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""CREATEDATE"",""DataType"":""datetime2(7)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""MODIFYUSER"",""DataType"":""nvarchar(40)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""MODIFYDATE"",""DataType"":""datetime2(7)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""REGIONNAME"",""DataType"":""nvarchar(25)"",""Nullability"":""not null"",""IsPrimaryKey"":""No""},{""ColumnName"":""Source"",""DataType"":""nvarchar(25)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""RevisionDate"",""DataType"":""nvarchar(15)"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""GlobalID"",""DataType"":""uniqueidentifier"",""Nullability"":""not null"",""IsPrimaryKey"":""No""},{""ColumnName"":""SHAPE"",""DataType"":""geometry"",""Nullability"":""null"",""IsPrimaryKey"":""No""},{""ColumnName"":""GDB_GEOMATTR_DATA"",""DataType"":""varbinary(MAX)"",""Nullability"":""null"",""IsPrimaryKey"":""No""}]","[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,NULL,NULL,NULL,2,Daily,NULL,Full,Source,1,1,Loading data from source to azure data lake storage,13:07.8,NULL,NULL,NULL,NULL,NULL
11011,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""WMP_BOUNDARIES\\WMP_BOUNDARIES"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""WMP_BOUNDARIES""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,23:52.8,NULL,NULL,NULL,10172,NULL
11033,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""GEO_ENRICHMENT_LOOKUP_A\\GEO_ENRICHMENT_LOOKUP_A"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""GEO_ENRICHMENT_LOOKUP_A""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:24.0,NULL,NULL,NULL,10178,NULL
11035,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""METER_PSPS_ZONE\\METER_PSPS_ZONE"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""METER_PSPS_ZONE""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:25.2,NULL,NULL,NULL,10187,NULL
11036,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""STATIONINFO\\STATIONINFO"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""STATIONINFO""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:25.4,NULL,NULL,NULL,10180,NULL
11038,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""WHP_WILDFIRE_HAZARD_TIERS\\WHP_WILDFIRE_HAZARD_TIERS"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""WHP_WILDFIRE_HAZARD_TIERS""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,stagingARCFM.usp_Load_WHP_WILDFIRE_HAZARD_TIERS,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:32.6,NULL,NULL,NULL,10161,NULL
11039,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""FACILITY_CODES\\FACILITY_CODES"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""FACILITY_CODES""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:36.0,NULL,NULL,NULL,10190,NULL
11040,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""GISO_LAT_LONG\\GISO_LAT_LONG"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""GISO_LAT_LONG""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:36.9,NULL,NULL,NULL,10184,NULL
11041,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""PSPS_PATROLS\\PSPS_PATROLS"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""PSPS_PATROLS""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:37.6,NULL,NULL,NULL,10176,NULL
11042,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""CUST_TRANSFORMER_DATA_HISTORY\\CUST_TRANSFORMER_DATA_HISTORY"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""CUST_TRANSFORMER_DATA_HISTORY""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:38.2,NULL,NULL,NULL,10198,NULL
11013,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""DOMAIN_LOOKUP_B\\DOMAIN_LOOKUP_B"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""DOMAIN_LOOKUP_B""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,23:53.1,NULL,NULL,NULL,10173,NULL
11015,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""SUBTYPE_LOOKUP_A\\SUBTYPE_LOOKUP_A"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""SUBTYPE_LOOKUP_A""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,23:53.5,NULL,NULL,NULL,10168,NULL
11016,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""CUST_ADDR_INIT_DATA\\CUST_ADDR_INIT_DATA"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""CUST_ADDR_INIT_DATA""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,23:53.8,NULL,NULL,NULL,10169,NULL
11017,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""T_STRUCTURE_MASHUP\\T_STRUCTURE_MASHUP"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""T_STRUCTURE_MASHUP""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,23:55.4,NULL,NULL,NULL,10175,NULL
11018,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""PSPS_DEVICES\\PSPS_DEVICES"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""PSPS_DEVICES""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,stagingARCFM.usp_Load_PSPS_DEVICES,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:03.6,NULL,NULL,NULL,10167,NULL
11020,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""T_ELECTRICLINE\\T_ELECTRICLINE"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""T_ELECTRICLINE""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:04.0,NULL,NULL,NULL,10163,NULL
11021,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""CALLOUT\\CALLOUT"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""CALLOUT""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:12.1,NULL,NULL,NULL,10171,NULL
11022,MANDBPROD,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\MANDBPROD"",""FilePath"":""DMDOCUMENT\\DMDOCUMENT"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingMANDBPROD"",""SinkTable"":""DMDOCUMENT""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:12.3,NULL,NULL,NULL,9894,NULL
11023,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""T_DEFECTPOSITION\\T_DEFECTPOSITION"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""T_DEFECTPOSITION""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:12.5,NULL,NULL,NULL,10156,NULL
11026,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""RDI_EOL_INFO\\RDI_EOL_INFO"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""RDI_EOL_INFO""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:21.2,NULL,NULL,NULL,10191,NULL
11029,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""SECONDARY_METER_NEAR\\SECONDARY_METER_NEAR"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""SECONDARY_METER_NEAR""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:21.8,NULL,NULL,NULL,10185,NULL
11037,ARCFM,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\ARCFM"",""FilePath"":""PSPS_ZONES\\PSPS_ZONES"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingARCFM"",""SinkTable"":""PSPS_ZONES""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:25.5,NULL,NULL,NULL,10177,NULL
11045,MANDBPROD,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\MANDBPROD"",""FilePath"":""UNIT\\UNIT"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingMANDBPROD"",""SinkTable"":""UNIT""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:46.8,NULL,NULL,NULL,9899,NULL
11047,MANDBPROD,"[{""FileSource"":{""FileRoot"":""dls\\Raw\\MANDBPROD"",""FilePath"":""DEF_PARAMS\\DEF_PARAMS"",""FileName"":""""}}]","[{""SQLSink"":{""ServerName"":""syn-ipcdev-dataservices-dev.sql.azuresynapse.net"",""DatabaseName"":""sqldwdataservices"",""SinkSchema"":""stagingMANDBPROD"",""SinkTable"":""DEF_PARAMS""}}]",NULL,"[{""No delta detect mechanism at source"":""""}]",NULL,NULL,0,,NULL,25000,2,Daily,NULL,Full,Stage,3,1,Loading data from azure data lake storage to staging tables,24:47.1,NULL,NULL,NULL,9896,NULL
